Date,Open,High,Low,Close,Adj Close,Volume,sd_y,sd_m,sd_w,Bollinger High,Bollinger Low,open_HA,close_HA,Stochastic oscillator,Bears Power,Bulls Power,RSI
2010-01-01,1.0341999530792236,1.038100004196167,1.0339000225067139,1.0339000225067139,1.0339000225067139,0,,,,,,,,,,,
2010-01-04,1.0360000133514404,1.0414999723434448,1.0267000198364258,1.029099941253662,1.029099941253662,0,,,,,,1.0340499877929688,1.0328374803066254,,,,
2010-01-05,1.0289000272750854,1.0357999801635742,1.0250999927520752,1.0336999893188477,1.0336999893188477,0,,,,,,1.0325499773025513,1.031787484884262,,,,
2010-01-06,1.0334999561309814,1.0377999544143677,1.024999976158142,1.0276000499725342,1.0276000499725342,0,,,,,,1.0313000082969666,1.0304249972105026,,,,
2010-01-07,1.027500033378601,1.0367000102996826,1.0241999626159668,1.0335999727249146,1.0335999727249146,0,,,0.0029978259855844196,,,1.0305500030517578,1.0312624871730804,,,,
2010-01-08,1.033400058746338,1.0382000207901,1.0218000411987305,1.0235999822616577,1.0235999822616577,0,,,0.004272813932923002,,,1.0305500030517578,1.0285375118255615,,,,
2010-01-11,1.020300030708313,1.020300030708313,1.013100028038025,1.016700029373169,1.016700029373169,0,,,0.00718420264285205,,,1.0285000205039978,1.0196500271558762,,,,
2010-01-12,1.016700029373169,1.0205999612808228,1.0147000551223755,1.0188000202178955,1.0188000202178955,0,,,0.006811593144322235,,,1.018500030040741,1.0181500166654587,,,,
2010-01-13,1.0187000036239624,1.021399974822998,1.0139000415802002,1.0176000595092773,1.0176000595092773,0,,,0.0069783654665362006,,,1.0177500247955322,1.017662525177002,,,,
2010-01-14,1.0175000429153442,1.0227999687194824,1.0157999992370605,1.0185999870300293,1.0185999870300293,0,,,0.0026735523162330407,,,1.0181500315666199,1.018837496638298,,,,
2010-01-15,1.0185999870300293,1.0282200574874878,1.018399953842163,1.024899959564209,1.024899959564209,0,,,0.0032306031853740784,,,1.0180500149726868,1.0223924964666367,,,,
2010-01-18,1.0263999700546265,1.0289000272750854,1.0233999490737915,1.0235999822616577,1.0235999822616577,0,,,0.003304510786462184,,,1.0217499732971191,1.0244124829769135,,,,
2010-01-19,1.0241999626159668,1.0351999998092651,1.0230000019073486,1.0326000452041626,1.0326000452041626,0,,,0.005991496756594742,,,1.024999976158142,1.0289500057697296,,,,
2010-01-20,1.0326999425888062,1.0461000204086304,1.0322999954223633,1.0435999631881714,1.0435999631881714,0,,,0.009742586935987197,,,1.0284000039100647,1.0375999957323074,,0.005307137966156006,0.019107162952423096,56.89898714128981
2010-01-21,1.0434999465942383,1.049299955368042,1.0405999422073364,1.041599988937378,1.041599988937378,0,,,0.009221063026209089,,,1.0381499528884888,1.0424124598503113,,0.013057087148938828,0.021757100309644395,55.32503206956705
2010-01-22,1.0425000190734863,1.0440000295639038,1.0374000072479248,1.0418000221252441,1.0418000221252441,0,,,0.008456235917080822,,,1.042549967765808,1.0414375066757202,-4.19652584127499,0.008950003555842745,0.015550025871821749,59.37972129190394
2010-01-25,1.0410000085830688,1.0422999858856201,1.0367000102996826,1.0399999618530273,1.0399999618530273,0,,,0.00428623107165225,,,1.0421500205993652,1.0402874946594238,-3.1308417883185626,0.007800008569444961,0.01339998415538246,54.8536235025293
2010-01-26,1.0399999618530273,1.0488799810409546,1.0377000570297241,1.0458999872207642,1.0458999872207642,0,,,0.0022521114569382973,,,1.040499985218048,1.0432450026273727,9.208112834124222,0.007492916924612958,0.018672840935843427,64.14219673840745
