Date,Open,High,Low,Close,Adj Close,Volume,sd_y,sd_m,sd_w,Bollinger High,Bollinger Low,open_HA,close_HA,Stochastic oscillator,Bears Power,Bulls Power,RSI
2010-01-01,1.4327058792114258,1.4401957988739014,1.4327058792114258,1.4389938116073608,1.4389938116073608,0,,,,,,,,,,,
2010-01-04,1.4310041666030884,1.4451910257339478,1.4262080192565918,1.4423978328704834,1.4423978328704834,0,,,,,,1.4358498454093933,1.437411680817604,,,,
2010-01-05,1.442710041999817,1.4483097791671753,1.4351937770843506,1.4365959167480469,1.4365959167480469,0,,,,,,1.4367009997367859,1.4392001181840897,,,,
2010-01-06,1.4365959167480469,1.4434596300125122,1.4291226863861084,1.4404033422470093,1.4404033422470093,0,,,,,,1.4396529793739319,1.4381596595048904,,,,
2010-01-07,1.4402996301651,1.444481372833252,1.430206060409546,1.4318032264709473,1.4318032264709473,0,,,0.0040764127638664585,,,1.438499629497528,1.4362475723028183,,,,
2010-01-08,1.4320902824401855,1.4436055421829224,1.4271035194396973,1.44110906124115,1.44110906124115,0,,,0.004303720914982964,,,1.4360514283180237,1.4369673877954483,,,,
2010-01-11,1.4464871883392334,1.4554345607757568,1.4464871883392334,1.4511260986328125,1.4511260986328125,0,,,0.007136916527717209,,,1.4365996718406677,1.4474118798971176,,,,
2010-01-12,1.4508944749832153,1.454376220703125,1.4459643363952637,1.447659969329834,1.447659969329834,0,,,0.007445716562135234,,,1.448806643486023,1.4492017924785614,,,,
2010-01-13,1.4478065967559814,1.4577046632766724,1.4458597898483276,1.4523905515670776,1.4523905515670776,0,,,0.008490479841558792,,,1.4492772221565247,1.4513080567121506,,,,
2010-01-14,1.4524117708206177,1.4552016258239746,1.4462571144104004,1.4499897956848145,1.4499897956848145,0,,,0.004460208005444998,,,1.4500985741615295,1.4503867775201797,,,,
2010-01-15,1.4499057531356812,1.4504104852676392,1.434576153755188,1.4390974044799805,1.4390974044799805,0,,,0.005300156372127788,,,1.451200783252716,1.443821206688881,,,,
2010-01-18,1.437235951423645,1.4406731128692627,1.4336917400360107,1.4406731128692627,1.4406731128692627,0,,,0.005820814199283147,,,1.4445015788078308,1.4398848861455917,,,,
2010-01-19,1.4405070543289185,1.4413999319076538,1.4256997108459473,1.4281021356582642,1.4281021356582642,0,,,0.009684058015609627,,,1.4389545321464539,1.4335390776395798,,,,
2010-01-20,1.4284082651138306,1.4290001392364502,1.4087086915969849,1.4110342264175415,1.4110342264175415,0,,,0.014900970007957395,,,1.4343045949935913,1.420761913061142,,-0.03067534310477127,-0.010383895465305937,35.07083242098187
2010-01-21,1.411113977432251,1.414027214050293,1.4030951261520386,1.4097015857696533,1.4097015857696533,0,,,0.014836497491276298,,,1.419721245765686,1.4116362929344177,,-0.03419660670416702,-0.023264518805912626,34.578728371585115
2010-01-22,1.409840703010559,1.4181982278823853,1.4089070558547974,1.414107084274292,1.414107084274292,0,,,0.013337661813825376,,,1.4104077816009521,1.4129050374031067,7.828596343362447,-0.026363909244537354,-0.017072737216949463,35.2613849776921
2010-01-25,1.4154081344604492,1.4194263219833374,1.413107991218567,1.4150075912475586,1.4150075912475586,0,,,0.00732325527756687,,,1.4119738936424255,1.414878949522972,3.7884179076674975,-0.02062095063073288,-0.014302619865962374,38.147857273750624
2010-01-26,1.4148073196411133,1.4178967475891113,1.404415488243103,1.4082324504852295,1.4082324504852295,0,,,0.0028792464288008124,,,1.415207862854004,1.411438137292862,-7.721346378576927,-0.027015532766069716,-0.013534273420061416,32.895325621929956
2010-01-27,1.408093810081482,1.4097412824630737,1.4001679420471191,1.4030951261520386,1.4030951261520386,0,,,0.004817430296981795,,,1.4115198850631714,1.4061310589313507,-7.015418401200698,-0.02921250036784584,-0.01963915995189125,34.15290585883366
