Date,Open,High,Low,Close,Adj Close,Volume,sd_y,sd_m,sd_w,Bollinger High,Bollinger Low,open_HA,close_HA,Stochastic oscillator,Bears Power,Bulls Power,RSI
2010-01-01,92.94000244140625,93.08999633789062,92.91999816894531,92.91999816894531,92.91999816894531,0,,,,,,,,,,,
2010-01-04,92.76000213623047,93.20099639892578,92.1969985961914,92.49500274658203,92.49500274658203,0,,,,,,92.93000030517578,92.70574951171875,,,,
2010-01-05,92.47000122070312,92.48600006103516,91.28299713134766,91.58499908447266,91.58499908447266,0,,,,,,92.62750244140625,91.99537467956543,,,,
2010-01-06,91.55000305175781,92.70999908447266,91.52200317382812,92.35600280761719,92.35600280761719,0,,,,,,92.02750015258789,92.15387630462646,,,,
2010-01-07,92.33599853515625,93.73500061035156,92.11000061035156,93.38999938964844,93.38999938964844,0,,,0.6734947658764368,,,91.9530029296875,92.79700088500977,,,,
2010-01-08,93.43900299072266,93.66000366210938,92.32099914550781,92.66000366210938,92.66000366210938,0,,,0.6472340704662622,,,92.86299896240234,92.87600135803223,,,,
2010-01-11,92.37899780273438,92.62999725341797,91.79000091552734,92.09200286865234,92.09200286865234,0,,,0.6721880530390504,,,93.04950332641602,92.39037609100342,,,,
2010-01-12,92.0999984741211,92.39199829101562,90.7300033569336,91.08000183105469,91.08000183105469,0,,,0.844286507952163,,,92.23550033569336,91.60937595367432,,,,
2010-01-13,91.08999633789062,91.53500366210938,90.90799713134766,91.43299865722656,91.43299865722656,0,,,0.9298182805722449,,,91.59000015258789,91.36649990081787,,,,
2010-01-14,91.37000274658203,92.0270004272461,90.83999633789062,91.26699829101562,91.26699829101562,0,,,0.655409478654836,,,91.2614974975586,91.34887313842773,,,,
2010-01-15,91.26000213623047,91.30500030517578,90.60199737548828,90.75,90.75,0,,,0.49848987288918706,,,91.31850051879883,90.99387454986572,,,,
2010-01-18,90.8290023803711,91.052001953125,90.58000183105469,90.70500183105469,90.70500183105469,0,,,0.3176692776478913,,,91.00500106811523,90.8355016708374,,,,
2010-01-19,90.70999908447266,91.25499725341797,90.29000091552734,91.1989974975586,91.1989974975586,0,,,0.32512965701217794,,,90.76700210571289,90.8777494430542,,,,
2010-01-20,91.16999816894531,91.45500183105469,90.80699920654297,91.19200134277344,91.19200134277344,0,,,0.271441878514965,,,90.95449829101562,91.10212516784668,,-0.9875728062221043,-0.33957018171038555,37.71330243377426
2010-01-21,91.20999908447266,91.85800170898438,89.97799682617188,90.39299774169922,90.39299774169922,0,,,0.3459102115678194,,,91.18099975585938,90.85249900817871,,-1.63607515607562,0.24392972673688007,33.86537519131976
2010-01-22,90.43099975585938,90.53099822998047,89.78600311279297,89.80999755859375,89.80999755859375,0,,,0.5850989340712307,,,90.80149841308594,90.23212432861328,-12.004577334766296,-1.6362827845982082,-0.8912876674107082,33.19559215496025
2010-01-25,89.9800033569336,90.45500183105469,89.81999969482422,90.41500091552734,90.41500091552734,0,,,0.5938067579914243,,,90.12049865722656,90.2026252746582,6.734135289322014,-1.5187149047851562,-0.8837127685546875,42.38678020088249
2010-01-26,90.39900207519531,90.54000091552734,89.33999633789062,89.62999725341797,89.62999725341797,0,,,0.6135605378724529,,,90.19750213623047,89.9268741607666,-1.1129342166664014,-1.8040035792759426,-0.6039990016392238,32.29404424816475
2010-01-27,89.61000061035156,90.0510025024414,89.13300323486328,89.94999694824219,89.94999694824219,0,,,0.35154523506586693,,,90.01449966430664,89.78712558746338,4.522601164518724,-1.765282222202842,-0.8472829546247169,25.37223920315138
2010-01-28,89.95999908447266,90.52999877929688,89.65599822998047,89.77799987792969,89.77799987792969,0,,,0.3009294092637513,93.481761479667,89.0282383677451,89.77999877929688,89.93599891662598,4.081026617901172,-1.0364298139299706,-0.16242926461356433,27.575427298674526
